"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"7096",27,"F","Other","25 - 45","Medium","Female",5,-2,6,1,"2014-06-16 11:30:21","2014-06-18 04:29:17"
"7097",36,"F","Caucasian","25 - 45","Low","Male",1,0,2,0,"2014-01-17 02:33:03","2014-01-17 09:43:27"
"7098",30,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-11-22 03:20:19","2013-11-24 02:55:48"
"7099",36,"M","African-American","25 - 45","Medium","Male",0,-1,6,0,"2013-09-14 07:15:24","2013-09-16 03:47:12"
"7100",36,"M","Caucasian","25 - 45","Low","Male",5,-18,4,0,"2014-09-06 02:50:29","2014-09-24 05:57:41"
"7101",32,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-01-27 06:27:20","2013-01-29 10:59:12"
"7102",34,"F","African-American","25 - 45","High","Female",5,-1,9,1,"2014-10-05 11:42:44","2014-10-31 09:09:52"
"7103",24,"F","African-American","Less than 25","High","Male",2,-1,9,0,"2013-03-29 08:12:31","2014-02-04 06:27:47"
"7104",23,"M","Other","Less than 25","Low","Male",0,-1,3,1,"2013-01-21 11:08:31","2013-01-22 02:00:40"
"7105",33,"F","African-American","25 - 45","Low","Male",1,-1,1,0,"2014-11-15 10:43:57","2014-11-16 08:10:42"
"7106",33,"M","African-American","25 - 45","Low","Male",1,-1,2,0,"2014-11-08 01:53:18","2014-11-09 01:43:25"
"7107",52,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-08-03 08:41:11","2013-08-04 08:02:48"
"7108",20,"F","Caucasian","Less than 25","High","Male",1,-1,10,1,"2013-12-09 01:36:50","2013-12-22 01:52:00"
"7109",38,"M","African-American","25 - 45","Low","Male",5,-1,4,0,"2013-11-30 11:15:26","2013-12-06 02:02:27"
"7110",46,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-02-13 01:58:51","2013-02-13 07:54:38"
"7111",27,"F","African-American","25 - 45","Low","Male",0,-1,4,1,"2014-11-01 09:14:39","2014-11-10 09:14:59"
"7112",21,"F","Caucasian","Less than 25","High","Male",6,-1,9,0,"2013-11-27 03:23:42","2014-06-03 06:18:31"
"7113",25,"F","African-American","25 - 45","High","Male",6,0,8,0,"2014-04-27 05:23:07","2014-04-27 07:50:04"
"7114",20,"F","African-American","Less than 25","Low","Male",2,-17,3,1,"2014-10-19 08:57:11","2014-11-04 09:23:44"
"7115",36,"F","African-American","25 - 45","Medium","Male",10,-1,6,0,"2014-08-28 09:03:12","2014-08-29 01:37:56"
"7116",23,"F","African-American","Less than 25","Medium","Male",2,-1,6,0,"2013-01-15 05:38:07","2013-08-15 05:50:54"
"7117",29,"F","Caucasian","25 - 45","Low","Female",1,-6,2,1,"2014-04-09 01:12:29","2014-04-10 01:16:55"
"7118",35,"F","African-American","25 - 45","Low","Female",7,-1,2,1,"2013-09-04 03:10:30","2013-09-06 04:06:17"
"7119",37,"M","Caucasian","25 - 45","Low","Male",1,-1,1,1,"2014-08-09 03:33:07","2014-08-10 09:01:00"
"7120",63,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-05-25 11:32:19","2013-05-26 08:33:03"
"7121",27,"F","African-American","25 - 45","Low","Male",1,-1,4,1,"2014-08-25 10:18:43","2014-08-26 08:44:24"
"7122",27,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,"2014-01-28 01:58:14","2014-01-31 08:36:08"
"7123",24,"M","African-American","Less than 25","Medium","Male",2,0,6,1,"2013-01-14 04:26:32","2013-01-14 08:35:41"
"7124",41,"M","African-American","25 - 45","High","Male",17,-1,8,0,"2013-08-25 09:50:44","2013-11-07 07:15:52"
"7125",30,"F","Hispanic","25 - 45","Low","Male",1,0,2,1,"2013-12-10 01:59:40","2013-12-10 01:29:40"
"7126",43,"M","Caucasian","25 - 45","High","Male",2,0,8,0,"2013-03-02 03:12:10","2013-08-20 06:16:46"
"7127",26,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-12-17 09:13:03","2014-12-18 08:49:40"
"7128",25,"F","Caucasian","25 - 45","High","Male",4,0,10,1,"2013-05-20 03:24:29","2013-06-22 05:44:52"
"7129",48,"F","Hispanic","Greater than 45","Low","Male",2,-1,1,0,"2014-12-28 09:17:33","2015-01-02 03:16:11"
"7130",27,"M","African-American","25 - 45","Low","Male",0,0,1,0,"2013-09-07 01:01:09","2013-09-08 04:02:48"
"7131",22,"M","African-American","Less than 25","Medium","Male",1,-3,6,0,"2014-04-04 11:19:34","2014-04-05 01:46:12"
"7132",48,"M","African-American","Greater than 45","Medium","Female",0,-1,5,0,"2014-01-12 10:49:59","2014-01-22 08:49:33"
"7133",26,"M","African-American","25 - 45","Low","Female",1,-23,4,0,"2014-01-04 11:01:26","2014-01-05 04:59:52"
"7134",58,"F","Other","Greater than 45","Low","Male",0,0,1,0,"2014-01-31 01:07:44","2014-01-31 08:14:11"
"7135",23,"F","Caucasian","Less than 25","Medium","Male",1,-20,5,1,"2013-04-11 02:10:37","2013-04-30 07:29:15"
"7136",22,"M","Caucasian","Less than 25","Low","Male",3,0,4,1,"2014-05-05 01:12:47","2014-05-05 07:50:14"
"7137",41,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-03-19 11:12:30","2013-03-23 01:04:00"
"7138",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,"2013-01-14 03:40:11","2013-01-15 01:09:24"
"7139",26,"M","Other","25 - 45","Low","Male",0,-1,2,0,"2013-04-25 01:57:38","2013-04-26 07:29:04"
"7140",39,"M","African-American","25 - 45","Medium","Female",3,-1,6,0,"2013-01-26 05:18:10","2013-01-28 06:53:55"
"7141",22,"F","African-American","Less than 25","Low","Female",0,-1,3,0,"2014-12-20 05:14:46","2014-12-22 03:52:40"
"7142",49,"F","Caucasian","Greater than 45","Medium","Male",6,-1,7,0,"2014-08-01 08:52:20","2014-08-02 09:10:25"
"7143",46,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-12-30 11:43:47","2013-12-31 01:41:52"
"7144",42,"M","African-American","25 - 45","Low","Female",0,0,1,0,"2014-10-25 02:38:21","2014-10-26 01:48:48"
"7145",33,"F","Other","25 - 45","High","Male",7,-1,8,1,"2013-12-16 02:37:00","2014-04-11 03:13:00"
"7146",36,"F","African-American","25 - 45","Low","Male",2,-1,4,1,"2013-03-14 04:27:17","2013-04-30 07:29:24"
"7147",20,"F","Native American","Less than 25","High","Male",1,-5,9,1,"2014-06-26 10:46:59","2014-07-01 11:20:41"
"7148",32,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2014-01-04 12:57:21","2014-01-05 02:30:43"
"7149",28,"F","African-American","25 - 45","High","Male",0,-1,8,0,"2013-04-02 09:43:43","2013-04-19 01:33:32"
"7150",38,"M","African-American","25 - 45","Low","Male",17,-1,4,1,"2014-03-22 05:44:03","2014-03-23 09:10:59"
"7151",48,"F","Caucasian","Greater than 45","Low","Female",4,0,4,0,"2014-10-31 03:01:42","2014-10-31 09:21:06"
"7152",64,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,"2013-06-01 10:15:46","2013-06-02 08:24:11"
"7153",22,"F","African-American","Less than 25","Low","Male",1,-29,3,0,"2013-07-17 07:41:51","2013-08-15 10:46:19"
"7154",22,"F","African-American","Less than 25","Medium","Male",1,-1,5,1,"2014-09-14 08:51:02","2014-09-19 08:55:55"
"7155",69,"M","Caucasian","Greater than 45","Low","Male",0,-7,1,1,"2014-09-15 10:08:39","2014-09-18 04:15:00"
"7156",26,"F","African-American","25 - 45","Low","Male",2,-23,4,0,"2014-02-08 07:11:12","2014-02-09 01:26:52"
"7157",27,"M","African-American","25 - 45","Medium","Female",1,-1,6,1,"2014-02-04 08:32:01","2014-02-20 09:14:15"
"7158",22,"F","African-American","Less than 25","High","Male",2,-1,8,1,"2013-04-29 04:28:02","2013-04-30 07:17:44"
"7159",43,"F","Caucasian","25 - 45","Low","Female",0,0,1,0,"2013-12-22 02:32:05","2013-12-23 01:40:39"
"7160",28,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,"2014-12-30 07:07:30","2015-03-26 05:25:45"
"7161",46,"F","Caucasian","Greater than 45","Medium","Male",0,-1,5,0,"2013-01-12 01:30:47","2013-07-25 06:26:54"
"7162",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,"2013-05-09 10:15:50","2013-05-10 08:38:51"
"7163",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,"2013-08-07 12:09:52","2013-10-23 11:18:41"
"7164",27,"M","African-American","25 - 45","Low","Female",0,-1,3,0,"2014-06-17 04:46:56","2014-06-18 02:14:12"
"7165",39,"M","African-American","25 - 45","Low","Female",0,0,2,0,"2014-08-05 02:06:48","2014-08-05 07:29:45"
"7166",20,"F","African-American","Less than 25","Low","Male",1,-1,2,0,"2013-10-14 05:43:48","2013-10-16 09:20:13"
"7167",22,"M","African-American","Less than 25","Medium","Male",1,-1,7,1,"2013-03-27 01:26:31","2013-03-28 08:09:51"
"7168",37,"M","Other","25 - 45","Low","Male",0,0,1,0,"2014-12-16 01:47:26","2014-12-16 08:02:33"
"7169",33,"F","Caucasian","25 - 45","High","Male",9,-1,9,1,"2014-01-03 05:03:25","2014-02-21 05:47:14"
"7170",27,"F","African-American","25 - 45","Low","Male",3,-1,2,0,"2014-12-23 06:53:39","2014-12-24 08:52:17"
"7171",39,"M","Caucasian","25 - 45","Low","Male",1,0,1,0,"2014-07-15 03:44:49","2014-07-15 08:23:20"
"7172",55,"F","Caucasian","Greater than 45","High","Male",7,0,8,0,"2013-02-23 03:21:11","2013-02-23 09:04:37"
"7173",22,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,"2013-03-05 09:14:57","2013-03-07 05:10:56"
"7174",55,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,"2013-09-09 04:06:52","2013-09-18 10:30:00"
"7175",43,"F","Caucasian","25 - 45","Low","Female",0,-2,1,1,"2013-07-16 05:14:30","2013-07-17 11:55:22"
"7176",21,"F","African-American","Less than 25","High","Male",0,-1,10,1,"2013-03-14 07:22:45","2013-03-21 07:20:07"
"7177",45,"F","Caucasian","Greater than 45","Low","Male",1,-1,4,0,"2013-03-20 10:13:49","2014-05-06 06:17:38"
"7178",19,"F","Caucasian","Less than 25","High","Male",0,-1,8,0,"2014-12-18 04:15:28","2014-12-19 08:35:02"
"7179",25,"F","African-American","25 - 45","High","Male",2,-1,8,0,"2014-07-19 08:44:31","2014-07-21 03:23:30"
"7180",23,"F","African-American","Less than 25","Low","Male",0,-1,2,0,"2013-09-23 09:18:09","2013-09-24 08:49:29"
"7181",28,"M","Caucasian","25 - 45","Medium","Female",1,-2,5,0,"2013-08-05 10:26:37","2013-08-06 01:36:07"
"7182",55,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2014-07-01 03:40:25","2014-07-02 03:15:43"
"7183",45,"F","Other","Greater than 45","Low","Male",0,0,1,0,"2013-05-09 01:46:12","2013-05-10 12:10:14"
"7184",39,"F","African-American","25 - 45","Low","Male",1,-1,1,1,"2013-04-14 12:35:29","2013-04-28 04:07:31"
"7185",70,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2014-12-08 05:41:54","2014-12-10 10:09:06"
"7186",79,"M","Caucasian","Greater than 45","Low","Male",1,-22,1,0,"2013-07-07 09:04:26","2013-07-08 12:17:21"
"7187",48,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2013-12-06 07:54:08","2013-12-07 01:25:17"
"7188",46,"F","Other","Greater than 45","Low","Male",3,21,1,0,"2014-10-23 12:16:01","2014-10-23 10:12:30"
"7189",20,"F","Hispanic","Less than 25","High","Male",2,-1,8,1,"2013-09-23 04:49:47","2013-10-24 12:26:37"
"7190",31,"M","African-American","25 - 45","High","Male",5,-1,8,0,"2013-01-11 01:37:56","2013-01-12 01:34:34"
"7191",57,"F","Hispanic","Greater than 45","Low","Male",2,-6,1,0,"2014-05-31 08:50:09","2014-06-02 08:40:18"
"7192",30,"M","Caucasian","25 - 45","Medium","Male",4,-3,5,1,"2014-06-28 05:18:03","2014-06-29 01:11:47"
"7193",32,"F","African-American","25 - 45","Low","Male",5,-1,4,1,"2013-11-19 08:47:31","2013-11-20 08:30:17"
"7194",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2014-03-22 11:04:24","2014-03-26 09:44:27"
"7195",22,"F","African-American","Less than 25","High","Male",2,-1,9,0,"2013-03-06 07:01:28","2014-02-11 06:35:23"
"7196",21,"F","African-American","Less than 25","High","Male",6,-1,8,0,"2014-08-21 12:22:59","2014-09-05 03:58:03"
"7197",35,"F","Caucasian","25 - 45","Medium","Male",1,-1,6,0,"2014-10-24 08:53:36","2014-10-31 05:31:04"
"7198",43,"M","African-American","25 - 45","Low","Male",2,-1,1,0,"2013-08-18 05:31:33","2013-08-20 07:43:59"
"7199",52,"F","Caucasian","Greater than 45","Low","Male",3,-22,2,0,"2014-07-23 11:21:39","2014-07-24 02:16:10"
"7200",20,"F","Hispanic","Less than 25","Low","Male",0,-1,3,0,"2014-03-12 12:52:07","2014-03-13 04:07:39"
"7201",27,"F","African-American","25 - 45","Medium","Male",21,0,7,1,"2014-12-12 05:19:05","2015-01-16 05:53:47"
"7202",41,"M","African-American","25 - 45","Medium","Male",0,-4,6,0,"2013-08-04 03:15:07","2013-08-07 08:38:50"
"7203",24,"F","Other","Less than 25","Low","Male",1,-1,3,0,"2013-12-06 03:59:45","2013-12-07 08:00:48"
"7204",43,"M","African-American","25 - 45","Low","Male",3,-4,1,1,"2014-10-03 02:03:27","2014-10-04 07:52:43"
"7205",46,"M","African-American","Greater than 45","Medium","Male",9,-1,7,0,"2014-04-25 09:50:53","2014-05-17 03:25:07"
"7206",26,"F","African-American","25 - 45","Low","Male",2,-1,4,0,"2014-06-27 09:32:57","2014-06-28 01:23:37"
"7207",33,"F","African-American","25 - 45","Low","Female",1,-1,1,0,"2013-09-24 07:19:08","2013-09-25 07:32:07"
"7208",22,"F","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-02-04 01:35:10","2014-02-13 10:41:37"
"7209",34,"F","African-American","25 - 45","Low","Male",3,-1,1,0,"2014-01-21 06:38:50","2014-01-22 07:53:54"
"7210",36,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,"2013-01-18 03:17:45","2013-01-18 08:51:56"
"7211",69,"F","Caucasian","Greater than 45","Medium","Male",0,-1,5,0,"2013-01-18 04:01:25","2013-01-19 01:25:00"
"7212",32,"F","Caucasian","25 - 45","Medium","Male",5,-1,5,1,"2013-02-21 03:26:24","2013-02-22 01:32:44"
"7213",22,"F","African-American","Less than 25","Medium","Male",1,0,7,1,"2014-03-21 01:38:10","2014-03-21 02:39:59"
"7214",46,"F","Caucasian","Greater than 45","Medium","Male",0,-1,5,0,"2013-12-09 06:27:49","2014-02-26 01:03:40"
"7215",34,"M","Caucasian","25 - 45","Medium","Male",1,-14,5,0,"2014-02-10 02:20:42","2014-02-11 09:23:53"
"7216",32,"M","Hispanic","25 - 45","Low","Female",0,0,1,0,"2014-03-07 07:10:24","2014-03-17 07:16:22"
"7217",58,"M","Caucasian","Greater than 45","Low","Male",1,-30,2,0,"2014-09-16 09:57:17","2014-10-02 09:51:32"
"7218",39,"M","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-01-27 10:35:20","2013-01-28 06:46:53"
"7219",35,"F","African-American","25 - 45","Low","Female",3,-23,1,0,"2014-03-16 12:29:10","2014-03-17 02:29:51"
"7220",39,"M","African-American","25 - 45","Low","Male",2,14,4,0,"2013-10-10 07:53:24","2014-05-22 06:11:31"
"7221",22,"F","Caucasian","Less than 25","Low","Male",1,-1,2,0,"2014-06-30 07:19:22","2014-07-01 02:09:02"
"7222",23,"F","African-American","Less than 25","Low","Male",2,-1,2,0,"2014-09-27 07:17:16","2014-09-28 12:38:32"
"7223",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,"2014-09-30 08:47:42","2014-10-02 08:08:10"
"7224",21,"M","Hispanic","Less than 25","Low","Female",0,-1,4,1,"2013-05-05 11:13:22","2013-05-06 12:12:31"
"7225",63,"F","African-American","Greater than 45","Medium","Male",9,0,6,1,"2014-03-04 12:30:40","2014-03-06 09:46:42"
"7226",38,"F","African-American","25 - 45","High","Male",7,-1,9,0,"2013-02-10 08:35:27","2013-10-24 06:32:58"
"7227",24,"F","Caucasian","Less than 25","Low","Male",8,-1,4,1,"2013-02-05 10:17:15","2013-02-06 07:20:44"
"7228",28,"F","African-American","25 - 45","Medium","Male",1,-1,7,0,"2014-10-10 10:44:46","2014-11-08 12:57:17"
"7229",29,"M","Caucasian","25 - 45","Medium","Male",2,-2,5,1,"2013-07-24 10:54:34","2013-07-26 10:35:06"
"7230",20,"F","African-American","Less than 25","High","Male",3,0,8,1,"2014-09-08 04:39:05","2014-09-08 01:20:35"
"7231",40,"M","Caucasian","25 - 45","Medium","Female",0,-1,5,0,"2014-02-16 09:48:15","2014-02-19 04:10:54"
"7232",30,"F","African-American","25 - 45","High","Male",7,0,8,1,"2013-09-28 02:18:26","2013-09-28 08:49:44"
"7233",31,"F","African-American","25 - 45","Low","Female",0,-1,1,0,"2014-05-24 09:24:24","2014-05-25 08:15:00"
"7234",43,"F","Caucasian","25 - 45","Medium","Female",6,-1,5,0,"2014-11-25 05:39:28","2014-11-26 08:56:45"
"7235",27,"M","Hispanic","25 - 45","Low","Male",2,-1,2,0,"2014-06-15 08:58:59","2014-06-16 08:16:17"
"7236",50,"F","Caucasian","Greater than 45","Medium","Male",5,-8,7,1,"2013-04-17 10:39:20","2013-04-22 11:45:09"
"7237",34,"M","Caucasian","25 - 45","High","Male",2,-1,10,0,"2014-05-27 03:09:46","2014-06-13 10:42:00"
"7238",37,"M","African-American","25 - 45","Medium","Male",4,-1,7,1,"2014-10-31 09:52:44","2015-01-14 12:38:16"
"7239",36,"F","African-American","25 - 45","Low","Female",1,-2,1,0,"2014-08-26 07:46:38","2014-08-27 08:50:50"
"7240",34,"F","African-American","25 - 45","Medium","Male",1,0,7,0,"2013-02-24 12:31:37","2013-02-24 09:00:27"
"7241",35,"F","Hispanic","25 - 45","Low","Female",0,-1,2,0,"2014-03-19 07:32:49","2014-03-20 11:57:04"
"7242",31,"M","African-American","25 - 45","Low","Female",1,-1,2,1,"2013-01-08 07:24:10","2013-01-10 04:12:24"
"7243",23,"F","Caucasian","Less than 25","Medium","Male",10,-1,7,1,"2013-01-11 01:35:04","2013-03-22 08:45:44"
"7244",22,"F","African-American","Less than 25","Medium","Female",1,-1,5,0,"2014-07-30 05:59:55","2014-07-31 01:19:58"
"7245",22,"F","Hispanic","Less than 25","Low","Male",0,-1,4,1,"2013-08-09 09:54:48","2013-09-11 04:32:52"
"7246",37,"F","Caucasian","25 - 45","Low","Male",2,-1,1,1,"2013-04-21 10:08:59","2013-04-26 08:11:17"
"7247",20,"F","Other","Less than 25","Low","Male",0,-2,4,0,"2013-09-28 08:34:56","2013-09-29 01:46:44"
"7248",36,"F","African-American","25 - 45","High","Male",16,-1,8,0,"2014-09-04 05:00:42","2014-09-05 08:42:01"
"7249",26,"F","Caucasian","25 - 45","Medium","Male",2,-1,5,0,"2013-03-25 11:41:47","2013-03-26 01:03:38"
"7250",34,"F","African-American","25 - 45","High","Male",12,-1,9,1,"2014-10-03 12:22:59","2014-10-15 10:01:50"
"7251",59,"M","Caucasian","Greater than 45","Low","Male",2,-15,1,1,"2014-10-29 09:37:56","2014-10-30 08:26:47"
"7252",37,"M","Caucasian","25 - 45","Low","Male",2,-12,2,0,"2013-08-04 08:19:11","2013-08-16 10:55:25"
"7253",38,"F","Other","25 - 45","Low","Male",0,-1,1,1,"2013-02-13 09:32:19","2013-02-14 08:31:49"
"7254",45,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,"2013-08-04 09:44:38","2013-08-09 11:23:01"
"7255",22,"F","African-American","Less than 25","High","Male",1,-1,8,0,"2013-08-13 01:31:52","2013-09-18 11:56:57"
"7256",24,"F","African-American","Less than 25","High","Male",3,26,8,1,"2013-04-25 10:21:43","2013-05-30 12:22:18"
"7257",37,"M","Caucasian","25 - 45","Low","Male",3,0,1,0,"2014-11-29 04:16:17","2014-11-30 01:12:02"
"7258",25,"F","African-American","25 - 45","Medium","Male",5,-1,5,0,"2013-01-27 10:18:53","2013-03-05 06:42:36"
"7259",24,"F","African-American","Less than 25","Medium","Male",6,-1,6,1,"2014-03-12 06:10:43","2014-03-13 08:53:15"
"7260",33,"M","African-American","25 - 45","High","Male",0,-1,9,0,"2014-07-05 05:28:21","2014-09-08 08:12:12"
"7261",34,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,"2014-03-02 04:39:36","2015-10-20 06:30:15"
"7262",20,"M","African-American","Less than 25","Low","Male",1,-1,4,1,"2013-11-07 01:46:22","2013-11-08 08:59:23"
"7263",47,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,"2014-04-25 12:38:18","2014-04-26 08:21:01"
"7264",32,"F","Caucasian","25 - 45","Low","Female",2,-1,2,1,"2014-10-30 06:31:31","2014-10-31 06:18:06"
"7265",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-07-05 07:23:57","2014-07-13 01:15:26"
"7266",49,"F","African-American","Greater than 45","High","Male",3,-1,8,1,"2014-11-03 12:38:36","2014-11-04 10:13:42"
"7267",31,"F","Caucasian","25 - 45","Medium","Male",11,-1,7,1,"2014-11-17 05:24:37","2014-11-18 01:35:42"
"7268",58,"F","Caucasian","Greater than 45","Medium","Male",7,-1,7,1,"2013-08-09 12:52:57","2014-02-11 06:09:37"
"7269",50,"M","Hispanic","Greater than 45","Low","Male",2,0,1,0,"2014-02-24 05:18:29","2014-02-25 04:40:49"
"7270",23,"M","Caucasian","Less than 25","Low","Male",0,-1,2,0,"2014-11-01 12:06:35","2014-11-02 09:05:35"
"7271",30,"F","Other","25 - 45","Low","Male",0,0,2,0,"2014-07-26 01:20:26","2014-07-28 03:32:21"
"7272",26,"F","African-American","25 - 45","Medium","Male",11,-1,7,1,"2014-02-22 04:00:04","2014-02-23 08:33:34"
"7273",20,"F","African-American","Less than 25","Medium","Male",1,-20,6,0,"2014-01-16 08:27:08","2014-01-19 02:09:26"
"7274",22,"F","African-American","Less than 25","Medium","Male",5,-1,5,0,"2014-10-09 12:55:11","2014-10-10 11:29:40"
"7275",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,2,1,"2013-08-08 04:57:26","2013-08-10 04:22:50"
"7276",30,"M","African-American","25 - 45","Low","Male",2,-1,2,0,"2013-01-20 05:11:14","2013-02-07 09:31:29"
"7277",39,"M","Other","25 - 45","Low","Male",0,-1,1,1,"2014-01-11 05:27:12","2014-01-14 09:21:38"
"7278",26,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,"2013-04-05 01:11:27","2013-05-08 08:21:55"
"7279",20,"M","Other","Less than 25","Medium","Male",0,-1,5,0,"2013-10-20 10:25:19","2013-10-21 07:52:13"
"7280",26,"F","Caucasian","25 - 45","Medium","Female",0,-4,5,0,"2013-02-21 11:28:11","2013-02-22 01:51:52"
"7281",64,"M","Other","Greater than 45","Low","Male",0,-1,1,0,"2014-07-03 01:31:28","2014-07-04 07:55:31"
"7282",32,"M","Hispanic","25 - 45","Low","Female",1,-1,3,0,"2014-10-12 11:35:13","2014-10-13 08:37:58"
"7283",26,"F","African-American","25 - 45","Low","Male",5,-1,4,0,"2013-03-26 06:03:04","2013-03-29 04:56:00"
"7284",26,"F","African-American","25 - 45","Low","Male",1,-1,3,0,"2014-10-09 09:05:38","2014-10-10 09:03:35"
"7285",26,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2014-11-13 06:00:28","2014-11-15 04:10:40"
"7286",45,"F","Caucasian","Greater than 45","Medium","Male",7,0,6,0,"2014-10-22 04:32:05","2014-10-22 08:49:01"
"7287",22,"M","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-04-15 08:50:27","2014-04-16 09:05:34"
"7288",28,"F","African-American","25 - 45","Medium","Male",1,-1,7,0,"2014-06-15 07:42:17","2014-06-25 12:48:53"
"7289",20,"F","Caucasian","Less than 25","Low","Male",0,-1,2,0,"2013-12-05 11:38:15","2013-12-06 12:40:41"
"7290",28,"F","African-American","25 - 45","Low","Male",0,0,3,1,"2014-02-17 01:46:34","2014-03-04 05:23:42"
"7291",23,"M","African-American","Less than 25","Low","Male",1,-1,2,1,"2014-02-03 12:52:23","2014-02-04 08:12:03"
"7292",21,"M","African-American","Less than 25","Medium","Female",0,-4,5,0,"2013-01-24 11:20:51","2013-01-25 02:16:47"
"7293",25,"F","Other","25 - 45","High","Male",0,-1,9,1,"2013-05-02 05:54:12","2013-05-03 11:02:07"
"7294",30,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2013-10-26 11:37:22","2013-10-28 07:52:36"
"7295",21,"F","Caucasian","Less than 25","High","Male",2,-3,9,1,"2013-10-18 01:25:21","2013-10-18 08:21:29"
"7296",37,"F","African-American","25 - 45","High","Male",18,-1,9,0,"2014-06-03 05:04:51","2014-10-31 05:30:48"
"7297",33,"F","Caucasian","25 - 45","High","Male",0,-1,9,0,"2014-10-03 07:35:03","2014-10-04 07:52:26"
"7298",62,"M","African-American","Greater than 45","Low","Male",0,0,1,0,"2014-04-09 01:15:11","2014-04-10 03:43:00"
"7299",20,"F","Caucasian","Less than 25","Medium","Male",1,13,7,1,"2013-12-26 04:31:44","2014-02-04 08:08:13"
"7300",24,"F","Caucasian","Less than 25","Medium","Male",5,16,6,1,"2013-10-09 04:55:36","2013-10-28 02:19:21"
"7301",35,"F","African-American","25 - 45","High","Male",22,0,10,1,"2013-01-22 04:07:47","2013-01-24 05:56:12"
"7302",27,"F","Other","25 - 45","Low","Female",0,-1,3,1,"2014-04-12 09:51:42","2014-04-15 02:39:20"
"7303",50,"F","Caucasian","Greater than 45","Low","Male",2,-1,2,1,"2013-01-08 03:16:14","2013-01-17 05:32:25"
"7304",25,"M","African-American","25 - 45","High","Male",5,-1,9,0,"2013-04-13 10:35:00","2013-04-15 04:04:55"
"7305",31,"M","African-American","25 - 45","High","Male",12,-1,8,1,"2013-03-22 10:04:53","2013-05-01 10:54:18"
"7306",26,"F","African-American","25 - 45","High","Male",0,-1,9,0,"2013-08-25 07:42:30","2013-08-26 07:55:00"
"7307",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,"2013-05-21 04:56:17","2013-05-22 07:40:50"
"7308",29,"F","African-American","25 - 45","Low","Male",0,0,3,0,"2013-12-22 03:48:00","2013-12-22 08:17:21"
"7309",34,"F","African-American","25 - 45","Low","Male",7,-1,2,0,"2014-08-03 11:08:55","2014-08-04 01:27:44"
"7310",33,"F","Other","25 - 45","Low","Male",2,0,1,1,"2013-05-21 12:35:39","2013-05-22 02:58:54"
"7311",52,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2013-01-11 10:25:43","2013-01-12 01:20:11"
"7312",37,"M","Hispanic","25 - 45","Low","Male",0,-1,1,1,"2014-09-15 09:22:16","2014-09-16 09:04:51"
"7313",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,"2013-10-28 10:17:17","2013-10-29 02:28:05"
"7314",21,"F","Caucasian","Less than 25","High","Male",1,0,8,0,"2013-12-28 02:53:59","2013-12-28 01:30:48"
"7315",20,"F","Caucasian","Less than 25","High","Female",0,0,8,1,"2014-12-16 02:14:07","2014-12-18 09:54:50"
"7316",43,"M","Hispanic","25 - 45","Low","Male",1,-1,1,1,"2014-11-02 09:58:33","2014-11-03 08:59:17"
